code,name,date,close,pct_chg,volume,z_score,vol_ratio
600552,凯盛科技,2025-12-23,11.27,3.49,444725,4.1,3.09
603324,盛剑科技,2025-12-23,26.5,7.72,140266,3.99,7.83
603861,白云电器,2025-12-23,12.44,4.89,469037,3.94,3.21
600578,京能电力,2025-12-23,5.13,8.23,1636923,3.93,3.86
600819,耀皮玻璃,2025-12-23,8.38,3.58,261857,3.85,2.8
601137,博威合金,2025-12-23,21.84,6.95,441057,3.82,3.17
605116,奥锐特,2025-12-23,23.03,4.49,47608,3.8,3.29
600962,国投中鲁,2025-12-23,21.3,3.4,69762,3.78,2.98
600808,马钢股份,2025-12-23,4.17,5.57,1626552,3.77,3.07
600667,太极实业,2025-12-23,8.12,4.5,1469578,3.69,2.74
600176,中国巨石,2025-12-23,16.32,4.28,1020415,3.68,3.18
605069,正和生态,2025-12-23,10.78,6.0,145295,3.64,3.42
600547,山东黄金,2025-12-23,40.71,6.91,952618,3.62,2.72
603187,海容冷链,2025-12-23,15.9,3.52,174714,3.52,3.08
600838,上海九百,2025-12-23,12.02,4.52,1298109,3.4,4.94
603080,新疆火炬,2025-12-23,24.14,5.83,112472,3.12,2.89
600783,鲁信创投,2025-12-23,15.85,5.53,647895,2.95,3.19
603421,鼎信通讯,2025-12-23,8.43,6.17,683651,2.79,2.48
603052,可川科技,2025-12-23,32.74,7.34,173743,2.63,2.28
603344,星德胜,2025-12-23,34.12,5.77,212851,2.59,4.17
